status	source_video	result_video	artifacts_dir	data_dir	track_id	frame_count	kept	avg_bbox_area	avg_confidence	first_frame_idx	last_frame_idx	quality_pass	quality_note	error
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0008	6	0	57358.84	0.5950	48	53	0	too_short	
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0009	4	0	9912.05	0.4152	52	55	0	too_short	
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0010	25	1	11042.58	0.6801	56	80	0	borderline_short	
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0011	10	0	43528.78	0.4953	78	90	0	too_short	
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0012	8	0	5145.86	0.4394	82	90	0	too_short	
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0013	4	0	7011.93	0.4274	87	90	0	too_short	
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0014	5	0	9585.47	0.3976	83	89	0	too_short	
skipped	IMG_9884.MOV	outputs/IMG_9884_result.mp4	artifacts/IMG_9884	data/IMG_9884	0015	1	0	19490.39	0.3630	83	83	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0001	59	1	24597.77	0.8089	1	59	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0002	87	1	33945.44	0.8422	1	87	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0003	72	1	20687.05	0.7831	1	72	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0004	305	1	88442.50	0.8609	1	317	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0005	92	1	24431.18	0.7662	1	92	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0006	65	1	18868.18	0.6922	1	65	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0007	27	1	8480.31	0.4470	3	30	0	borderline_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0008	134	1	88520.00	0.8358	4	137	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0010	46	1	9417.86	0.4078	37	111	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0011	1	0	4528.64	0.3972	40	40	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0012	1	0	11315.38	0.3800	54	54	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0013	10	0	8723.85	0.4849	68	77	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0014	14	0	8275.42	0.4214	73	97	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0015	66	1	24079.98	0.7449	76	141	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0016	135	1	44971.15	0.7105	87	221	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0017	226	1	106192.09	0.8706	103	328	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0018	1	0	11553.97	0.4769	116	116	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0019	1	0	10836.29	0.4152	119	119	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0020	194	1	54953.30	0.6598	131	335	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0021	1	0	23502.63	0.3683	138	138	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0022	11	0	44096.57	0.4979	158	169	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0023	30	1	53096.43	0.6528	158	189	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0024	1	0	17046.07	0.3532	160	160	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0025	100	1	49060.98	0.7161	178	277	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0026	6	0	12712.11	0.4686	189	194	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0027	50	1	39336.61	0.6722	214	263	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0028	1	0	11680.87	0.3552	214	214	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0029	4	0	35491.61	0.4350	224	231	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0030	5	0	9866.40	0.4247	237	241	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0031	1	0	49144.44	0.3748	256	256	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0032	2	0	57643.23	0.5370	290	291	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0033	143	1	266318.09	0.8843	291	433	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0034	18	0	30332.85	0.4530	296	328	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0035	62	1	47152.12	0.6082	322	390	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0036	106	1	71860.36	0.8299	328	433	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0037	84	1	56691.56	0.8200	350	433	1	ok	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0038	1	0	10880.90	0.3534	364	364	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0039	1	0	12982.06	0.3507	372	372	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0040	8	0	15409.38	0.4035	381	390	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0041	5	0	8197.02	0.3727	386	403	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0042	2	0	5403.69	0.3978	400	408	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0043	1	0	11756.03	0.3743	408	408	0	too_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0044	23	1	49375.41	0.4596	409	433	0	borderline_short	
skipped	IMG_9885.MOV	outputs/IMG_9885_result.mp4	artifacts/IMG_9885	data/IMG_9885	0045	1	0	24797.79	0.3956	427	427	0	too_short	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0001	137	1	89464.04	0.8673	1	137	1	ok	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0002	147	1	50147.05	0.8596	1	147	1	ok	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0003	107	1	12499.36	0.6698	3	109	1	ok	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0004	2	0	7835.41	0.3800	6	7	0	too_short	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0005	1	0	5066.23	0.3803	25	25	0	too_short	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0006	1	0	3959.34	0.4028	32	32	0	too_short	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0007	48	1	7971.92	0.4486	63	122	1	ok	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0008	41	1	11393.59	0.6303	107	147	1	ok	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0009	19	0	5558.40	0.4082	123	147	0	too_short	
skipped	IMG_9886.MOV	outputs/IMG_9886_result.mp4	artifacts/IMG_9886	data/IMG_9886	0010	4	0	11001.96	0.3837	141	147	0	too_short	
skipped	IMG_9887.MOV	outputs/IMG_9887_result.mp4	artifacts/IMG_9887	data/IMG_9887	0001	129	1	53915.82	0.8576	1	129	1	ok	
skipped	IMG_9887.MOV	outputs/IMG_9887_result.mp4	artifacts/IMG_9887	data/IMG_9887	0002	129	1	42209.46	0.8176	1	129	1	ok	
skipped	IMG_9887.MOV	outputs/IMG_9887_result.mp4	artifacts/IMG_9887	data/IMG_9887	0003	65	1	5164.83	0.5935	1	85	1	ok	
skipped	IMG_9887.MOV	outputs/IMG_9887_result.mp4	artifacts/IMG_9887	data/IMG_9887	0005	17	0	6663.03	0.4668	112	129	0	too_short	
success	test.mp4	outputs/test_result.mp4	artifacts/test	data/test	0001	15	0	99393.34	0.8644	1	15	0	too_short	
success	test.mp4	outputs/test_result.mp4	artifacts/test	data/test	0002	15	0	55696.42	0.8364	1	15	0	too_short	
success	test.mp4	outputs/test_result.mp4	artifacts/test	data/test	0003	15	0	68027.78	0.8536	1	15	0	too_short	
